Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,ENVY,Rossy,viper,2,1,,,,,,,,50,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,ENVY,keznit,waylay,4,,,,,,,,,54,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,ENVY,P0PPIN,skye,1,,,,,,,,,31,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,ENVY,Eggsterr,yoru,4,3,1,,,,,,,67,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,Evil Geniuses,C0M,fade,2,,,,,1,,,,38,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,Evil Geniuses,supamen,viper,3,1,,,,,,,,72,0,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,Evil Geniuses,Okeanos,yoru,3,1,,,,,,,,40,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,Evil Geniuses,dgzin,waylay,2,,,,,,,,,35,0,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,Evil Geniuses,bao,brimstone,4,,,,,,,,,56,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,LOUD,pANcada,"harbor, omen",5,,,,1,,,,,37,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,LOUD,Virtyy,yoru,6,1,,,,,,,,36,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,LOUD,cauanzin,sova,5,1,,,,,,,,61,6,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,LOUD,Darker,"astra, viper",6,3,,,2,,,,,53,5,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,LOUD,lukxo,"chamber, killjoy",2,8,,,,,1,,,65,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,Cloud9,Zellsis,"breach, killjoy",1,1,,,1,,,,,46,5,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,Cloud9,penny,"veto, viper",5,4,1,,1,,,,,62,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,Cloud9,Xeppaa,sova,7,2,,,,,,,,52,5,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,Cloud9,v1c,"astra, omen",6,2,,,,1,,,,54,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,All Maps,Cloud9,OXY,"neon, waylay",6,3,1,,1,,,,,53,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,LOUD,pANcada,omen,3,,,,1,,,,,42,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,LOUD,Virtyy,yoru,2,1,,,,,,,,33,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,LOUD,cauanzin,sova,4,,,,,,,,,76,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,LOUD,Darker,viper,4,1,,,1,,,,,66,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,LOUD,lukxo,killjoy,1,2,,,,,,,,48,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,Cloud9,Zellsis,killjoy,,,,,1,,,,,53,1,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,Cloud9,penny,viper,3,2,,,1,,,,,59,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,Cloud9,Xeppaa,sova,4,,,,,,,,,46,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,Cloud9,v1c,omen,3,1,,,,1,,,,60,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,Cloud9,OXY,neon,4,1,1,,1,,,,,62,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,LOUD,pANcada,harbor,2,,,,,,,,,31,0,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,LOUD,Virtyy,yoru,4,,,,,,,,,39,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,LOUD,cauanzin,sova,1,1,,,,,,,,46,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,LOUD,Darker,astra,2,2,,,1,,,,,40,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,LOUD,lukxo,chamber,1,6,,,,,1,,,82,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,Cloud9,Zellsis,breach,1,1,,,,,,,,38,4,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,Cloud9,penny,veto,2,2,1,,,,,,,65,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,Cloud9,Xeppaa,sova,3,2,,,,,,,,58,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,Cloud9,v1c,astra,3,1,,,,,,,,47,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,Cloud9,OXY,waylay,2,2,,,,,,,,44,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,NagZ,"chamber, killjoy",5,2,,,1,,,,,55,2,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,Governor,"fade, sova",5,,1,,,,,,,39,11,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,infiltrator,"jett, neon, yoru",6,3,1,,,,,,,50,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,mta,"kayo, yoru",2,4,,,,,,,,46,6,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,KRÜ Esports,benG,"astra, omen, viper",6,1,,,1,,1,,,39,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,nerve,"astra, tejo, viper",5,1,,,,,,,,44,7,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,eeiu,"fade, sova",7,3,,,,,,1,,44,4,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,koalanoob,"chamber, jett, omen",11,5,,,,1,,,,72,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,artzin,"astra, kayo",8,5,,,,2,1,,,54,7,5
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,All Maps,FURIA,alym,"neon, waylay, yoru",9,2,,1,1,,,,,49,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,KRÜ Esports,NagZ,killjoy,3,,,,,,,,,43,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,KRÜ Esports,Governor,fade,2,,1,,,,,,,41,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,KRÜ Esports,infiltrator,neon,1,1,,,,,,,,46,0,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,KRÜ Esports,mta,yoru,,2,,,,,,,,41,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,KRÜ Esports,benG,astra,3,1,,,1,,1,,,53,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,FURIA,nerve,astra,1,,,,,,,,,40,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,FURIA,eeiu,fade,3,,,,,,,,,45,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,FURIA,koalanoob,chamber,6,2,,,,1,,,,83,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,FURIA,artzin,kayo,3,1,,,,,,,,55,3,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,FURIA,alym,neon,,,,1,1,,,,,31,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,NagZ,chamber,1,2,,,1,,,,,82,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,Governor,sova,2,,,,,,,,,42,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,infiltrator,jett,3,1,,,,,,,,42,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,mta,kayo,2,1,,,,,,,,52,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,benG,viper,2,,,,,,,,,33,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,nerve,viper,2,,,,,,,,,41,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,eeiu,sova,1,1,,,,,,,,43,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,koalanoob,jett,3,1,,,,,,,,57,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,artzin,astra,3,3,,,,1,1,,,57,2,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,alym,yoru,7,,,,,,,,,58,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,NagZ,chamber,1,,,,,,,,,40,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,Governor,sova,1,,,,,,,,,35,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,infiltrator,yoru,2,1,1,,,,,,,62,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,mta,kayo,,1,,,,,,,,46,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,benG,omen,1,,,,,,,,,31,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,nerve,tejo,2,1,,,,,,,,52,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,eeiu,sova,3,2,,,,,,1,,45,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,koalanoob,omen,2,2,,,,,,,,75,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,artzin,astra,2,1,,,,1,,,,50,2,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,alym,waylay,2,2,,,,,,,,59,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,Asuna,"brimstone, kayo, sage",6,3,,,,,,,,48,18,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,bang,"astra, omen, viper",9,2,1,,,,,,,51,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,Cryocells,"chamber, viper",12,3,,,,,,,,60,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,vora,"fade, skye",9,1,1,,,,1,,,57,5,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,Timotino,waylay,8,1,1,1,1,1,,,,51,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,kiNgg,"astra, brimstone, omen",7,4,,,,1,1,,,53,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,PxS,"chamber, viper",7,1,1,,1,,,,,55,3,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,blowz,"fade, tejo",5,2,,,,,,,,40,9,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,Sato,"waylay, yoru",10,3,1,1,,1,,,,73,3,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,spike,"kayo, waylay",7,2,,,,,,,,39,4,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,Asuna,brimstone,3,1,,,,,,,,52,7,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,bang,viper,3,,1,,,,,,,57,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,Cryocells,chamber,6,2,,,,,,,,86,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,vora,skye,3,,,,,,,,,56,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,Timotino,waylay,3,,,,,,,,,45,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,kiNgg,brimstone,4,1,,,,,,,,52,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,PxS,viper,3,1,,,1,,,,,61,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,blowz,fade,2,,,,,,,,,27,5,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,Sato,yoru,2,,1,,,,,,,76,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,spike,waylay,3,,,,,,,,,33,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,Asuna,kayo,3,2,,,,,,,,58,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,bang,astra,2,1,,,,,,,,43,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,Cryocells,chamber,2,1,,,,,,,,43,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,vora,fade,4,,,,,,,,,51,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,Timotino,waylay,1,1,,1,1,,,,,50,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,LEVIATÁN,kiNgg,astra,3,1,,,,1,1,,,56,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,LEVIATÁN,PxS,chamber,1,,,,,,,,,42,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,LEVIATÁN,blowz,tejo,3,2,,,,,,,,52,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,LEVIATÁN,Sato,waylay,4,,,1,,,,,,65,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,LEVIATÁN,spike,kayo,3,2,,,,,,,,42,3,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,100 Thieves,Asuna,sage,,,,,,,,,,33,7,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,100 Thieves,bang,omen,4,1,,,,,,,,54,0,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,100 Thieves,Cryocells,viper,4,,,,,,,,,50,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,100 Thieves,vora,skye,2,1,1,,,,1,,,65,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,100 Thieves,Timotino,waylay,4,,1,,,1,,,,58,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,LEVIATÁN,kiNgg,omen,,2,,,,,,,,52,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,LEVIATÁN,PxS,viper,3,,1,,,,,,,63,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,LEVIATÁN,blowz,fade,,,,,,,,,,41,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,LEVIATÁN,Sato,yoru,4,3,,,,1,,,,77,0,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,LEVIATÁN,spike,waylay,1,,,,,,,,,41,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Mega Minors,brawk,sova,5,2,1,,1,,,,,68,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Mega Minors,mada,"waylay, yoru",7,,,,1,,,,,50,1,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Mega Minors,skuba,"astra, viper",2,1,1,,1,,1,,,46,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Mega Minors,Ethan,"astra, tejo",4,,1,,,,,,,47,8,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Mega Minors,keiko,"killjoy, neon",10,2,,,,,,,,63,1,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Cloud9,Zellsis,"breach, kayo",,1,,,,,,,,29,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Cloud9,penny,"chamber, yoru",4,2,,,,,,,,44,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Cloud9,Xeppaa,"sova, tejo",1,4,,,,,,,,67,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Cloud9,v1c,"astra, viper",2,1,2,,2,,,,,52,0,4
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,All Maps,Cloud9,OXY,neon,1,3,1,,,,,,,36,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Mega Minors,brawk,sova,3,2,1,,1,,,,,91,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Mega Minors,mada,waylay,4,,,,1,,,,,56,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Mega Minors,skuba,astra,,,,,,,,,,30,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Mega Minors,Ethan,tejo,3,,,,,,,,,53,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Mega Minors,keiko,killjoy,5,,,,,,,,,58,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Cloud9,Zellsis,kayo,,1,,,,,,,,41,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Cloud9,penny,chamber,,,,,,,,,,31,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Cloud9,Xeppaa,tejo,1,4,,,,,,,,99,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Cloud9,v1c,astra,1,,1,,,,,,,41,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Cloud9,OXY,neon,,,,,,,,,,11,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Mega Minors,brawk,sova,2,,,,,,,,,44,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Mega Minors,mada,yoru,3,,,,,,,,,43,0,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Mega Minors,skuba,viper,2,1,1,,1,,1,,,61,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Mega Minors,Ethan,astra,1,,1,,,,,,,40,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Mega Minors,keiko,neon,5,2,,,,,,,,67,0,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Cloud9,Zellsis,breach,,,,,,,,,,17,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Cloud9,penny,yoru,4,2,,,,,,,,57,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Cloud9,Xeppaa,sova,,,,,,,,,,34,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Cloud9,v1c,viper,1,1,1,,2,,,,,62,0,4
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Cloud9,OXY,neon,1,3,1,,,,,,,61,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,MIBR,tex,"cypher, viper",6,1,2,,,1,,,,56,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,MIBR,zekken,"astra, omen",4,1,,,1,,,,,43,4,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,MIBR,Mazino,kayo,5,2,1,,,,,,,57,3,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,MIBR,aspas,"jett, waylay",15,2,,,1,,,,,71,1,3
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,MIBR,Verno,sova,5,,1,,,,,1,,79,4,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,ENVY,Inspire,viper,6,1,,,,1,1,,,47,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,ENVY,Rossy,omen,9,,1,,1,1,,,,58,6,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,ENVY,keznit,"iso, waylay",5,4,,,,,1,,,50,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,ENVY,P0PPIN,"fade, sova",6,,,,,,,,,48,9,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,All Maps,ENVY,Eggsterr,yoru,2,,,,,,,,,31,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,MIBR,tex,cypher,2,,1,,,,,,,40,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,MIBR,zekken,astra,,1,,,1,,,,,32,0,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,MIBR,Mazino,kayo,2,2,1,,,,,,,74,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,MIBR,aspas,jett,6,2,,,,,,,,86,0,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,MIBR,Verno,sova,3,,,,,,,,,64,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,ENVY,Inspire,viper,2,1,,,,,,,,47,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,ENVY,Rossy,omen,6,,1,,,1,,,,75,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,ENVY,keznit,iso,,1,,,,,,,,32,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,ENVY,P0PPIN,sova,3,,,,,,,,,56,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,ENVY,Eggsterr,yoru,,,,,,,,,,21,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,MIBR,tex,viper,4,1,1,,,1,,,,71,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,MIBR,zekken,omen,4,,,,,,,,,54,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,MIBR,Mazino,kayo,3,,,,,,,,,40,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,MIBR,aspas,waylay,9,,,,1,,,,,56,1,1
